,run,trial,casino,mean0,mean1,reward0,reward1,choice,rewards
0,44,0,4,0.75,0.75,0.0,0.0,0,0.0
1,44,1,3,0.75,0.25,1.0,0.0,1,0.0
2,44,2,4,0.75,0.75,1.0,1.0,0,1.0
3,44,3,2,0.25,0.75,0.0,1.0,0,0.0
4,44,4,3,0.75,0.25,1.0,1.0,1,1.0
5,44,5,2,0.25,0.75,0.0,0.0,0,0.0
6,44,6,2,0.25,0.75,0.0,1.0,0,0.0
7,44,7,4,0.75,0.75,1.0,1.0,0,1.0
8,44,8,1,0.25,0.25,0.0,1.0,1,1.0
9,44,9,4,0.75,0.75,1.0,1.0,0,1.0
10,44,10,2,0.25,0.75,0.0,1.0,1,1.0
11,44,11,2,0.25,0.75,0.0,1.0,1,1.0
12,44,12,2,0.25,0.75,0.0,1.0,1,1.0
13,44,13,3,0.75,0.25,0.0,0.0,1,0.0
14,44,14,1,0.25,0.25,1.0,0.0,1,0.0
15,44,15,3,0.75,0.25,1.0,1.0,0,1.0
16,44,16,4,0.75,0.75,1.0,1.0,0,1.0
17,44,17,1,0.25,0.25,0.0,0.0,1,0.0
18,44,18,2,0.25,0.75,0.0,1.0,1,1.0
19,44,19,1,0.25,0.25,0.0,0.0,1,0.0
20,44,20,3,0.75,0.25,0.0,0.0,0,0.0
21,44,21,4,0.75,0.75,1.0,1.0,0,1.0
22,44,22,2,0.25,0.75,1.0,1.0,1,1.0
23,44,23,4,0.75,0.75,1.0,1.0,0,1.0
24,44,24,3,0.75,0.25,1.0,0.0,0,1.0
25,44,25,2,0.25,0.75,0.0,1.0,1,1.0
26,44,26,4,0.75,0.75,1.0,1.0,0,1.0
27,44,27,3,0.75,0.25,1.0,0.0,0,1.0
28,44,28,2,0.25,0.75,0.0,1.0,1,1.0
29,44,29,1,0.25,0.25,0.0,0.0,1,0.0
30,44,30,4,0.75,0.75,1.0,1.0,0,1.0
31,44,31,1,0.25,0.25,1.0,0.0,1,0.0
32,44,32,4,0.75,0.75,1.0,0.0,0,1.0
33,44,33,2,0.25,0.75,0.0,1.0,1,1.0
34,44,34,1,0.25,0.25,0.0,1.0,1,1.0
35,44,35,3,0.75,0.25,1.0,0.0,0,1.0
36,44,36,2,0.25,0.75,0.0,1.0,1,1.0
