,run,trial,casino,mean0,mean1,reward0,reward1,choice,rewards
0,12,0,4,0.75,0.75,0.0,0.0,0,0.0
1,12,1,2,0.25,0.75,1.0,1.0,1,1.0
2,12,2,3,0.75,0.25,1.0,0.0,1,0.0
3,12,3,2,0.25,0.75,1.0,1.0,1,1.0
4,12,4,1,0.25,0.25,0.0,0.0,1,0.0
5,12,5,4,0.75,0.75,0.0,1.0,0,0.0
6,12,6,3,0.75,0.25,1.0,0.0,1,0.0
7,12,7,1,0.25,0.25,0.0,0.0,1,0.0
8,12,8,4,0.75,0.75,1.0,1.0,1,1.0
9,12,9,3,0.75,0.25,1.0,0.0,0,1.0
10,12,10,4,0.75,0.75,1.0,0.0,1,0.0
11,12,11,1,0.25,0.25,0.0,0.0,0,0.0
12,12,12,1,0.25,0.25,0.0,0.0,1,0.0
13,12,13,1,0.25,0.25,0.0,0.0,0,0.0
14,12,14,4,0.75,0.75,1.0,1.0,1,1.0
15,12,15,1,0.25,0.25,0.0,1.0,1,1.0
16,12,16,2,0.25,0.75,1.0,1.0,1,1.0
17,12,17,3,0.75,0.25,1.0,0.0,0,1.0
18,12,18,4,0.75,0.75,1.0,1.0,1,1.0
19,12,19,1,0.25,0.25,0.0,0.0,1,0.0
20,12,20,2,0.25,0.75,0.0,1.0,1,1.0
21,12,21,4,0.75,0.75,1.0,0.0,1,0.0
22,12,22,3,0.75,0.25,1.0,1.0,0,1.0
23,12,23,2,0.25,0.75,0.0,1.0,1,1.0
24,12,24,2,0.25,0.75,1.0,1.0,1,1.0
25,12,25,1,0.25,0.25,0.0,0.0,1,0.0
26,12,26,4,0.75,0.75,1.0,1.0,1,1.0
27,12,27,4,0.75,0.75,0.0,1.0,1,1.0
28,12,28,1,0.25,0.25,1.0,0.0,1,0.0
29,12,29,4,0.75,0.75,1.0,1.0,1,1.0
30,12,30,3,0.75,0.25,0.0,0.0,0,0.0
31,12,31,1,0.25,0.25,0.0,0.0,1,0.0
32,12,32,4,0.75,0.75,0.0,1.0,1,1.0
33,12,33,4,0.75,0.75,1.0,1.0,1,1.0
34,12,34,4,0.75,0.75,1.0,1.0,1,1.0
35,12,35,2,0.25,0.75,0.0,0.0,1,0.0
36,12,36,3,0.75,0.25,1.0,0.0,0,1.0
37,12,37,2,0.25,0.75,1.0,1.0,1,1.0
38,12,38,1,0.25,0.25,0.0,0.0,1,0.0
39,12,39,2,0.25,0.75,0.0,1.0,1,1.0
40,12,40,3,0.75,0.25,0.0,1.0,0,0.0
41,12,41,4,0.75,0.75,1.0,1.0,1,1.0
42,12,42,2,0.25,0.75,1.0,1.0,1,1.0
43,12,43,4,0.75,0.75,1.0,1.0,1,1.0
44,12,44,2,0.25,0.75,0.0,1.0,1,1.0
45,12,45,3,0.75,0.25,1.0,0.0,0,1.0
46,12,46,3,0.75,0.25,1.0,1.0,0,1.0
47,12,47,1,0.25,0.25,0.0,1.0,0,0.0
48,12,48,1,0.25,0.25,0.0,0.0,0,0.0
49,12,49,1,0.25,0.25,1.0,0.0,1,0.0
50,12,50,2,0.25,0.75,0.0,0.0,1,0.0
51,12,51,2,0.25,0.75,1.0,1.0,1,1.0
52,12,52,3,0.75,0.25,1.0,1.0,0,1.0
53,12,53,3,0.75,0.25,1.0,0.0,0,1.0
54,12,54,2,0.25,0.75,0.0,1.0,1,1.0
55,12,55,4,0.75,0.75,1.0,1.0,1,1.0
56,12,56,3,0.75,0.25,1.0,0.0,0,1.0
57,12,57,2,0.25,0.75,0.0,1.0,1,1.0
58,12,58,4,0.75,0.75,1.0,1.0,1,1.0
59,12,59,3,0.75,0.25,0.0,0.0,0,0.0
