,run,trial,casino,mean0,mean1,reward0,reward1,choice,rewards
0,38,0,4,0.75,0.75,1.0,1.0,0,1.0
1,38,1,4,0.75,0.75,1.0,1.0,1,1.0
2,38,2,3,0.75,0.25,0.0,0.0,0,0.0
3,38,3,2,0.25,0.75,1.0,1.0,1,1.0
4,38,4,2,0.25,0.75,0.0,1.0,0,0.0
5,38,5,3,0.75,0.25,0.0,0.0,1,0.0
6,38,6,2,0.25,0.75,1.0,0.0,1,0.0
7,38,7,2,0.25,0.75,1.0,0.0,1,0.0
8,38,8,1,0.25,0.25,0.0,1.0,0,0.0
9,38,9,2,0.25,0.75,0.0,1.0,1,1.0
10,38,10,1,0.25,0.25,0.0,0.0,1,0.0
11,38,11,1,0.25,0.25,1.0,0.0,0,1.0
12,38,12,4,0.75,0.75,1.0,1.0,1,1.0
13,38,13,1,0.25,0.25,0.0,1.0,0,0.0
14,38,14,2,0.25,0.75,0.0,1.0,1,1.0
15,38,15,1,0.25,0.25,0.0,1.0,0,0.0
16,38,16,3,0.75,0.25,1.0,0.0,0,1.0
17,38,17,1,0.25,0.25,0.0,0.0,0,0.0
18,38,18,1,0.25,0.25,1.0,1.0,1,1.0
19,38,19,3,0.75,0.25,0.0,0.0,0,0.0
20,38,20,3,0.75,0.25,1.0,0.0,1,0.0
21,38,21,3,0.75,0.25,1.0,0.0,0,1.0
22,38,22,4,0.75,0.75,1.0,0.0,0,1.0
23,38,23,4,0.75,0.75,0.0,1.0,0,0.0
24,38,24,4,0.75,0.75,1.0,0.0,0,1.0
25,38,25,3,0.75,0.25,1.0,0.0,1,0.0
26,38,26,3,0.75,0.25,1.0,1.0,0,1.0
27,38,27,4,0.75,0.75,0.0,0.0,0,0.0
28,38,28,2,0.25,0.75,0.0,1.0,1,1.0
29,38,29,1,0.25,0.25,1.0,1.0,1,1.0
30,38,30,3,0.75,0.25,1.0,0.0,0,1.0
31,38,31,1,0.25,0.25,0.0,1.0,0,0.0
32,38,32,3,0.75,0.25,0.0,1.0,1,1.0
33,38,33,3,0.75,0.25,0.0,0.0,0,0.0
34,38,34,3,0.75,0.25,1.0,0.0,0,1.0
35,38,35,2,0.25,0.75,1.0,0.0,1,0.0
36,38,36,3,0.75,0.25,1.0,0.0,0,1.0
37,38,37,1,0.25,0.25,0.0,0.0,0,0.0
38,38,38,4,0.75,0.75,0.0,1.0,0,0.0
39,38,39,2,0.25,0.75,0.0,1.0,1,1.0
40,38,40,1,0.25,0.25,0.0,0.0,0,0.0
41,38,41,1,0.25,0.25,1.0,0.0,0,1.0
42,38,42,4,0.75,0.75,1.0,0.0,1,0.0
43,38,43,4,0.75,0.75,0.0,0.0,0,0.0
44,38,44,2,0.25,0.75,0.0,0.0,1,0.0
45,38,45,2,0.25,0.75,0.0,1.0,1,1.0
46,38,46,1,0.25,0.25,0.0,0.0,0,0.0
47,38,47,1,0.25,0.25,0.0,0.0,1,0.0
48,38,48,4,0.75,0.75,1.0,1.0,0,1.0
49,38,49,4,0.75,0.75,0.0,0.0,0,0.0
50,38,50,4,0.75,0.75,1.0,1.0,0,1.0
51,38,51,3,0.75,0.25,1.0,0.0,1,0.0
52,38,52,4,0.75,0.75,1.0,1.0,0,1.0
53,38,53,1,0.25,0.25,0.0,0.0,1,0.0
54,38,54,4,0.75,0.75,1.0,1.0,0,1.0
55,38,55,4,0.75,0.75,0.0,1.0,0,0.0
56,38,56,4,0.75,0.75,1.0,0.0,1,0.0
57,38,57,3,0.75,0.25,1.0,0.0,0,1.0
58,38,58,1,0.25,0.25,0.0,0.0,0,0.0
59,38,59,3,0.75,0.25,1.0,1.0,1,1.0
60,38,60,2,0.25,0.75,0.0,0.0,1,0.0
61,38,61,3,0.75,0.25,1.0,0.0,0,1.0
62,38,62,1,0.25,0.25,1.0,1.0,0,1.0
63,38,63,4,0.75,0.75,0.0,1.0,0,0.0
64,38,64,1,0.25,0.25,0.0,0.0,0,0.0
65,38,65,1,0.25,0.25,1.0,1.0,0,1.0
66,38,66,4,0.75,0.75,1.0,1.0,0,1.0
67,38,67,1,0.25,0.25,0.0,1.0,0,0.0
68,38,68,2,0.25,0.75,0.0,1.0,1,1.0
69,38,69,3,0.75,0.25,1.0,0.0,0,1.0
70,38,70,3,0.75,0.25,1.0,0.0,1,0.0
71,38,71,3,0.75,0.25,0.0,0.0,0,0.0
72,38,72,2,0.25,0.75,1.0,1.0,1,1.0
73,38,73,2,0.25,0.75,0.0,1.0,1,1.0
74,38,74,2,0.25,0.75,1.0,1.0,1,1.0
75,38,75,2,0.25,0.75,1.0,0.0,1,0.0
76,38,76,3,0.75,0.25,1.0,0.0,1,0.0
77,38,77,1,0.25,0.25,0.0,0.0,0,0.0
78,38,78,3,0.75,0.25,1.0,1.0,0,1.0
79,38,79,4,0.75,0.75,1.0,1.0,0,1.0
80,38,80,2,0.25,0.75,0.0,1.0,1,1.0
81,38,81,2,0.25,0.75,0.0,1.0,1,1.0
82,38,82,1,0.25,0.25,0.0,1.0,0,0.0
83,38,83,4,0.75,0.75,1.0,1.0,0,1.0
84,38,84,4,0.75,0.75,1.0,1.0,0,1.0
85,38,85,4,0.75,0.75,1.0,0.0,0,1.0
86,38,86,1,0.25,0.25,0.0,0.0,0,0.0
87,38,87,3,0.75,0.25,0.0,0.0,1,0.0
88,38,88,1,0.25,0.25,0.0,0.0,1,0.0
89,38,89,3,0.75,0.25,1.0,0.0,0,1.0
90,38,90,2,0.25,0.75,1.0,1.0,1,1.0
91,38,91,2,0.25,0.75,1.0,1.0,1,1.0
92,38,92,2,0.25,0.75,0.0,1.0,1,1.0
93,38,93,4,0.75,0.75,0.0,1.0,0,0.0
94,38,94,2,0.25,0.75,0.0,1.0,1,1.0
95,38,95,2,0.25,0.75,1.0,1.0,1,1.0
