,run,trial,casino,mean0,mean1,reward0,reward1,choice,rewards
0,47,0,4,0.75,0.75,0.0,1.0,1,1.0
1,47,1,4,0.75,0.75,1.0,1.0,1,1.0
2,47,2,2,0.25,0.75,1.0,0.0,1,0.0
3,47,3,3,0.75,0.25,1.0,0.0,0,1.0
4,47,4,4,0.75,0.75,1.0,1.0,1,1.0
5,47,5,3,0.75,0.25,0.0,0.0,0,0.0
6,47,6,3,0.75,0.25,0.0,0.0,0,0.0
7,47,7,3,0.75,0.25,1.0,1.0,0,1.0
8,47,8,2,0.25,0.75,0.0,1.0,1,1.0
9,47,9,1,0.25,0.25,0.0,1.0,1,1.0
10,47,10,4,0.75,0.75,1.0,1.0,1,1.0
11,47,11,2,0.25,0.75,0.0,1.0,1,1.0
12,47,12,4,0.75,0.75,1.0,1.0,1,1.0
13,47,13,2,0.25,0.75,0.0,0.0,1,0.0
14,47,14,3,0.75,0.25,1.0,0.0,0,1.0
15,47,15,3,0.75,0.25,1.0,0.0,0,1.0
16,47,16,3,0.75,0.25,1.0,0.0,0,1.0
17,47,17,4,0.75,0.75,0.0,1.0,1,1.0
18,47,18,1,0.25,0.25,0.0,0.0,1,0.0
19,47,19,4,0.75,0.75,1.0,0.0,1,0.0
20,47,20,2,0.25,0.75,0.0,1.0,1,1.0
21,47,21,1,0.25,0.25,0.0,0.0,1,0.0
22,47,22,1,0.25,0.25,0.0,0.0,1,0.0
23,47,23,4,0.75,0.75,1.0,1.0,1,1.0
24,47,24,1,0.25,0.25,0.0,0.0,1,0.0
25,47,25,3,0.75,0.25,0.0,0.0,0,0.0
26,47,26,2,0.25,0.75,0.0,1.0,1,1.0
27,47,27,3,0.75,0.25,0.0,0.0,0,0.0
28,47,28,2,0.25,0.75,0.0,0.0,1,0.0
29,47,29,4,0.75,0.75,1.0,0.0,1,0.0
30,47,30,1,0.25,0.25,0.0,1.0,1,1.0
31,47,31,1,0.25,0.25,1.0,0.0,1,0.0
32,47,32,2,0.25,0.75,0.0,1.0,1,1.0
