,run,trial,casino,mean0,mean1,reward0,reward1,choice,rewards
0,36,0,4,0.75,0.75,0.0,1.0,0,0.0
1,36,1,3,0.75,0.25,0.0,0.0,0,0.0
2,36,2,1,0.25,0.25,0.0,0.0,1,0.0
3,36,3,3,0.75,0.25,1.0,0.0,0,1.0
4,36,4,3,0.75,0.25,1.0,0.0,1,0.0
5,36,5,4,0.75,0.75,1.0,1.0,0,1.0
6,36,6,2,0.25,0.75,0.0,1.0,1,1.0
7,36,7,1,0.25,0.25,0.0,0.0,1,0.0
8,36,8,4,0.75,0.75,0.0,1.0,0,0.0
9,36,9,1,0.25,0.25,0.0,0.0,1,0.0
10,36,10,1,0.25,0.25,0.0,0.0,1,0.0
11,36,11,2,0.25,0.75,0.0,1.0,1,1.0
12,36,12,3,0.75,0.25,1.0,0.0,1,0.0
13,36,13,4,0.75,0.75,1.0,1.0,0,1.0
14,36,14,2,0.25,0.75,1.0,1.0,1,1.0
15,36,15,2,0.25,0.75,0.0,1.0,1,1.0
16,36,16,4,0.75,0.75,1.0,1.0,0,1.0
17,36,17,2,0.25,0.75,0.0,0.0,1,0.0
18,36,18,1,0.25,0.25,0.0,0.0,1,0.0
19,36,19,4,0.75,0.75,1.0,1.0,0,1.0
20,36,20,4,0.75,0.75,1.0,1.0,0,1.0
21,36,21,4,0.75,0.75,1.0,0.0,0,1.0
22,36,22,3,0.75,0.25,1.0,0.0,0,1.0
23,36,23,4,0.75,0.75,1.0,1.0,0,1.0
24,36,24,2,0.25,0.75,0.0,1.0,1,1.0
25,36,25,1,0.25,0.25,1.0,0.0,1,0.0
26,36,26,1,0.25,0.25,0.0,0.0,1,0.0
27,36,27,3,0.75,0.25,1.0,0.0,1,0.0
28,36,28,4,0.75,0.75,0.0,0.0,0,0.0
29,36,29,3,0.75,0.25,1.0,0.0,0,1.0
30,36,30,1,0.25,0.25,1.0,1.0,1,1.0
31,36,31,4,0.75,0.75,1.0,1.0,0,1.0
32,36,32,1,0.25,0.25,0.0,0.0,1,0.0
33,36,33,2,0.25,0.75,0.0,1.0,1,1.0
34,36,34,3,0.75,0.25,1.0,0.0,1,0.0
35,36,35,3,0.75,0.25,1.0,0.0,1,0.0
36,36,36,4,0.75,0.75,1.0,1.0,0,1.0
37,36,37,4,0.75,0.75,0.0,0.0,0,0.0
38,36,38,2,0.25,0.75,0.0,1.0,1,1.0
39,36,39,4,0.75,0.75,0.0,1.0,0,0.0
40,36,40,2,0.25,0.75,1.0,1.0,1,1.0
41,36,41,2,0.25,0.75,0.0,1.0,1,1.0
42,36,42,3,0.75,0.25,1.0,0.0,1,0.0
43,36,43,1,0.25,0.25,1.0,0.0,1,0.0
44,36,44,2,0.25,0.75,0.0,1.0,1,1.0
45,36,45,3,0.75,0.25,0.0,0.0,1,0.0
46,36,46,4,0.75,0.75,1.0,1.0,0,1.0
47,36,47,1,0.25,0.25,1.0,0.0,1,0.0
48,36,48,1,0.25,0.25,0.0,0.0,1,0.0
49,36,49,3,0.75,0.25,1.0,1.0,0,1.0
50,36,50,2,0.25,0.75,0.0,1.0,1,1.0
51,36,51,4,0.75,0.75,1.0,1.0,0,1.0
52,36,52,1,0.25,0.25,1.0,1.0,1,1.0
53,36,53,2,0.25,0.75,0.0,1.0,1,1.0
54,36,54,4,0.75,0.75,1.0,1.0,0,1.0
55,36,55,2,0.25,0.75,0.0,1.0,1,1.0
56,36,56,1,0.25,0.25,0.0,0.0,1,0.0
57,36,57,4,0.75,0.75,1.0,1.0,0,1.0
58,36,58,4,0.75,0.75,1.0,1.0,0,1.0
59,36,59,3,0.75,0.25,1.0,1.0,1,1.0
60,36,60,1,0.25,0.25,0.0,0.0,1,0.0
61,36,61,4,0.75,0.75,1.0,1.0,0,1.0
62,36,62,1,0.25,0.25,1.0,1.0,1,1.0
63,36,63,4,0.75,0.75,0.0,0.0,0,0.0
64,36,64,2,0.25,0.75,0.0,1.0,1,1.0
65,36,65,2,0.25,0.75,0.0,1.0,1,1.0
66,36,66,4,0.75,0.75,0.0,1.0,0,0.0
67,36,67,2,0.25,0.75,0.0,1.0,1,1.0
68,36,68,3,0.75,0.25,1.0,1.0,0,1.0
69,36,69,2,0.25,0.75,0.0,1.0,1,1.0
70,36,70,3,0.75,0.25,1.0,0.0,0,1.0
71,36,71,1,0.25,0.25,0.0,1.0,1,1.0
72,36,72,3,0.75,0.25,0.0,1.0,1,1.0
73,36,73,3,0.75,0.25,0.0,0.0,0,0.0
74,36,74,2,0.25,0.75,1.0,1.0,1,1.0
75,36,75,3,0.75,0.25,0.0,0.0,1,0.0
76,36,76,1,0.25,0.25,1.0,0.0,1,0.0
77,36,77,1,0.25,0.25,1.0,0.0,1,0.0
78,36,78,1,0.25,0.25,1.0,0.0,1,0.0
79,36,79,4,0.75,0.75,1.0,1.0,0,1.0
80,36,80,2,0.25,0.75,0.0,1.0,1,1.0
81,36,81,2,0.25,0.75,0.0,1.0,1,1.0
82,36,82,2,0.25,0.75,0.0,1.0,1,1.0
83,36,83,3,0.75,0.25,1.0,0.0,1,0.0
84,36,84,4,0.75,0.75,0.0,1.0,0,0.0
85,36,85,2,0.25,0.75,0.0,0.0,1,0.0
86,36,86,3,0.75,0.25,1.0,0.0,0,1.0
87,36,87,1,0.25,0.25,0.0,1.0,1,1.0
88,36,88,2,0.25,0.75,1.0,1.0,1,1.0
89,36,89,3,0.75,0.25,0.0,0.0,0,0.0
90,36,90,3,0.75,0.25,1.0,0.0,1,0.0
91,36,91,1,0.25,0.25,0.0,0.0,1,0.0
92,36,92,1,0.25,0.25,0.0,0.0,1,0.0
93,36,93,1,0.25,0.25,0.0,0.0,1,0.0
94,36,94,3,0.75,0.25,0.0,0.0,1,0.0
95,36,95,3,0.75,0.25,0.0,0.0,1,0.0
