,run,trial,casino,mean0,mean1,reward0,reward1,choice,rewards
0,23,0,4,0.75,0.75,0.0,1.0,0,0.0
1,23,1,2,0.25,0.75,1.0,1.0,0,1.0
2,23,2,2,0.25,0.75,0.0,0.0,0,0.0
3,23,3,3,0.75,0.25,0.0,0.0,1,0.0
4,23,4,2,0.25,0.75,1.0,1.0,0,1.0
5,23,5,2,0.25,0.75,1.0,1.0,0,1.0
6,23,6,1,0.25,0.25,0.0,0.0,0,0.0
7,23,7,3,0.75,0.25,1.0,1.0,0,1.0
8,23,8,4,0.75,0.75,0.0,1.0,1,1.0
9,23,9,4,0.75,0.75,1.0,1.0,1,1.0
10,23,10,3,0.75,0.25,1.0,1.0,0,1.0
11,23,11,4,0.75,0.75,1.0,0.0,1,0.0
12,23,12,2,0.25,0.75,0.0,1.0,0,0.0
13,23,13,3,0.75,0.25,1.0,0.0,0,1.0
14,23,14,3,0.75,0.25,1.0,1.0,0,1.0
15,23,15,2,0.25,0.75,0.0,1.0,0,0.0
16,23,16,4,0.75,0.75,0.0,0.0,1,0.0
17,23,17,1,0.25,0.25,1.0,0.0,1,0.0
18,23,18,4,0.75,0.75,1.0,1.0,1,1.0
19,23,19,3,0.75,0.25,0.0,0.0,0,0.0
20,23,20,2,0.25,0.75,0.0,0.0,0,0.0
21,23,21,4,0.75,0.75,1.0,0.0,1,0.0
22,23,22,4,0.75,0.75,1.0,1.0,1,1.0
23,23,23,4,0.75,0.75,0.0,1.0,1,1.0
24,23,24,1,0.25,0.25,0.0,0.0,0,0.0
25,23,25,3,0.75,0.25,1.0,0.0,0,1.0
26,23,26,4,0.75,0.75,1.0,0.0,1,0.0
27,23,27,1,0.25,0.25,0.0,0.0,0,0.0
28,23,28,4,0.75,0.75,0.0,0.0,1,0.0
29,23,29,3,0.75,0.25,1.0,0.0,0,1.0
30,23,30,2,0.25,0.75,0.0,1.0,0,0.0
31,23,31,3,0.75,0.25,1.0,0.0,0,1.0
32,23,32,1,0.25,0.25,0.0,0.0,0,0.0
33,23,33,1,0.25,0.25,0.0,1.0,0,0.0
34,23,34,3,0.75,0.25,0.0,1.0,0,0.0
35,23,35,2,0.25,0.75,0.0,1.0,0,0.0
36,23,36,2,0.25,0.75,1.0,1.0,0,1.0
37,23,37,3,0.75,0.25,1.0,1.0,0,1.0
38,23,38,1,0.25,0.25,0.0,0.0,1,0.0
39,23,39,3,0.75,0.25,0.0,1.0,0,0.0
40,23,40,1,0.25,0.25,0.0,1.0,1,1.0
41,23,41,1,0.25,0.25,0.0,0.0,1,0.0
42,23,42,2,0.25,0.75,0.0,1.0,0,0.0
43,23,43,4,0.75,0.75,1.0,1.0,1,1.0
44,23,44,1,0.25,0.25,0.0,1.0,1,1.0
45,23,45,1,0.25,0.25,0.0,0.0,1,0.0
46,23,46,1,0.25,0.25,0.0,0.0,1,0.0
47,23,47,4,0.75,0.75,0.0,1.0,1,1.0
48,23,48,3,0.75,0.25,1.0,0.0,0,1.0
49,23,49,1,0.25,0.25,1.0,0.0,1,0.0
50,23,50,4,0.75,0.75,1.0,1.0,1,1.0
51,23,51,2,0.25,0.75,0.0,1.0,0,0.0
52,23,52,3,0.75,0.25,0.0,0.0,0,0.0
53,23,53,2,0.25,0.75,0.0,0.0,0,0.0
54,23,54,4,0.75,0.75,1.0,1.0,1,1.0
55,23,55,2,0.25,0.75,1.0,1.0,0,1.0
56,23,56,1,0.25,0.25,0.0,0.0,1,0.0
57,23,57,3,0.75,0.25,0.0,0.0,0,0.0
58,23,58,2,0.25,0.75,0.0,1.0,0,0.0
59,23,59,1,0.25,0.25,1.0,1.0,1,1.0
60,23,60,1,0.25,0.25,0.0,0.0,1,0.0
61,23,61,4,0.75,0.75,0.0,0.0,1,0.0
62,23,62,4,0.75,0.75,1.0,1.0,1,1.0
63,23,63,3,0.75,0.25,1.0,0.0,0,1.0
64,23,64,1,0.25,0.25,1.0,1.0,1,1.0
65,23,65,3,0.75,0.25,1.0,0.0,0,1.0
66,23,66,1,0.25,0.25,0.0,0.0,1,0.0
67,23,67,3,0.75,0.25,0.0,0.0,0,0.0
68,23,68,1,0.25,0.25,0.0,0.0,1,0.0
69,23,69,3,0.75,0.25,1.0,0.0,0,1.0
70,23,70,1,0.25,0.25,0.0,0.0,1,0.0
71,23,71,1,0.25,0.25,0.0,0.0,1,0.0
72,23,72,4,0.75,0.75,1.0,1.0,1,1.0
73,23,73,3,0.75,0.25,1.0,0.0,0,1.0
74,23,74,2,0.25,0.75,0.0,1.0,0,0.0
75,23,75,3,0.75,0.25,1.0,0.0,0,1.0
76,23,76,2,0.25,0.75,1.0,1.0,0,1.0
77,23,77,2,0.25,0.75,0.0,1.0,0,0.0
78,23,78,1,0.25,0.25,1.0,1.0,1,1.0
79,23,79,2,0.25,0.75,0.0,0.0,0,0.0
80,23,80,4,0.75,0.75,1.0,1.0,1,1.0
81,23,81,2,0.25,0.75,0.0,0.0,0,0.0
82,23,82,4,0.75,0.75,0.0,1.0,1,1.0
83,23,83,1,0.25,0.25,0.0,0.0,1,0.0
84,23,84,4,0.75,0.75,1.0,1.0,1,1.0
85,23,85,3,0.75,0.25,1.0,0.0,0,1.0
86,23,86,2,0.25,0.75,0.0,1.0,0,0.0
87,23,87,4,0.75,0.75,1.0,0.0,1,0.0
88,23,88,4,0.75,0.75,0.0,1.0,1,1.0
89,23,89,3,0.75,0.25,0.0,0.0,0,0.0
90,23,90,3,0.75,0.25,1.0,0.0,0,1.0
91,23,91,1,0.25,0.25,0.0,0.0,1,0.0
92,23,92,4,0.75,0.75,0.0,1.0,1,1.0
93,23,93,2,0.25,0.75,1.0,1.0,0,1.0
94,23,94,2,0.25,0.75,0.0,0.0,0,0.0
95,23,95,2,0.25,0.75,1.0,1.0,0,1.0
