,run,trial,casino,mean0,mean1,reward0,reward1,choice,rewards
0,1,0,4,0.75,0.75,0.0,1.0,0,0.0
1,1,1,4,0.75,0.75,1.0,1.0,1,1.0
2,1,2,2,0.25,0.75,0.0,1.0,1,1.0
3,1,3,3,0.75,0.25,0.0,0.0,1,0.0
4,1,4,3,0.75,0.25,1.0,0.0,0,1.0
5,1,5,2,0.25,0.75,0.0,1.0,1,1.0
6,1,6,4,0.75,0.75,1.0,1.0,1,1.0
7,1,7,3,0.75,0.25,1.0,1.0,0,1.0
8,1,8,3,0.75,0.25,0.0,1.0,0,0.0
9,1,9,3,0.75,0.25,1.0,0.0,0,1.0
10,1,10,4,0.75,0.75,1.0,1.0,1,1.0
11,1,11,3,0.75,0.25,1.0,0.0,0,1.0
12,1,12,3,0.75,0.25,1.0,0.0,0,1.0
13,1,13,2,0.25,0.75,0.0,0.0,1,0.0
14,1,14,4,0.75,0.75,0.0,1.0,1,1.0
15,1,15,1,0.25,0.25,0.0,1.0,0,0.0
16,1,16,2,0.25,0.75,1.0,1.0,1,1.0
17,1,17,2,0.25,0.75,0.0,1.0,1,1.0
18,1,18,1,0.25,0.25,1.0,1.0,1,1.0
19,1,19,4,0.75,0.75,1.0,1.0,1,1.0
20,1,20,3,0.75,0.25,1.0,0.0,0,1.0
21,1,21,3,0.75,0.25,1.0,1.0,0,1.0
22,1,22,1,0.25,0.25,1.0,1.0,1,1.0
23,1,23,2,0.25,0.75,0.0,0.0,1,0.0
24,1,24,4,0.75,0.75,1.0,1.0,1,1.0
25,1,25,4,0.75,0.75,1.0,1.0,1,1.0
26,1,26,3,0.75,0.25,0.0,0.0,0,0.0
27,1,27,1,0.25,0.25,0.0,0.0,1,0.0
28,1,28,2,0.25,0.75,0.0,0.0,1,0.0
29,1,29,1,0.25,0.25,0.0,1.0,1,1.0
30,1,30,1,0.25,0.25,1.0,0.0,1,0.0
31,1,31,1,0.25,0.25,0.0,0.0,1,0.0
32,1,32,3,0.75,0.25,1.0,0.0,0,1.0
33,1,33,2,0.25,0.75,0.0,1.0,1,1.0
34,1,34,2,0.25,0.75,0.0,1.0,1,1.0
35,1,35,1,0.25,0.25,0.0,0.0,1,0.0
36,1,36,4,0.75,0.75,1.0,1.0,1,1.0
37,1,37,2,0.25,0.75,1.0,1.0,1,1.0
38,1,38,2,0.25,0.75,1.0,1.0,1,1.0
39,1,39,1,0.25,0.25,0.0,1.0,1,1.0
40,1,40,1,0.25,0.25,0.0,0.0,1,0.0
41,1,41,2,0.25,0.75,1.0,0.0,1,0.0
42,1,42,4,0.75,0.75,1.0,1.0,1,1.0
43,1,43,4,0.75,0.75,1.0,0.0,1,0.0
44,1,44,3,0.75,0.25,1.0,0.0,0,1.0
45,1,45,4,0.75,0.75,1.0,1.0,1,1.0
46,1,46,1,0.25,0.25,1.0,0.0,1,0.0
47,1,47,2,0.25,0.75,0.0,1.0,1,1.0
48,1,48,3,0.75,0.25,1.0,0.0,0,1.0
49,1,49,4,0.75,0.75,0.0,1.0,1,1.0
50,1,50,2,0.25,0.75,0.0,1.0,1,1.0
51,1,51,3,0.75,0.25,1.0,0.0,0,1.0
52,1,52,2,0.25,0.75,0.0,1.0,1,1.0
53,1,53,1,0.25,0.25,0.0,0.0,1,0.0
54,1,54,4,0.75,0.75,1.0,1.0,1,1.0
55,1,55,3,0.75,0.25,1.0,0.0,0,1.0
56,1,56,4,0.75,0.75,1.0,0.0,1,0.0
57,1,57,2,0.25,0.75,1.0,1.0,1,1.0
58,1,58,2,0.25,0.75,1.0,1.0,1,1.0
59,1,59,1,0.25,0.25,0.0,0.0,1,0.0
60,1,60,4,0.75,0.75,1.0,1.0,1,1.0
