,run,trial,casino,mean0,mean1,reward0,reward1,choice,rewards
0,23,0,1,0.25,0.25,0.0,1.0,0,0.0
1,23,1,3,0.75,0.25,1.0,0.0,1,0.0
2,23,2,1,0.25,0.25,0.0,0.0,1,0.0
3,23,3,1,0.25,0.25,0.0,0.0,1,0.0
4,23,4,4,0.75,0.75,0.0,1.0,1,1.0
5,23,5,2,0.25,0.75,0.0,1.0,0,0.0
6,23,6,3,0.75,0.25,0.0,0.0,0,0.0
7,23,7,2,0.25,0.75,0.0,1.0,1,1.0
8,23,8,4,0.75,0.75,1.0,1.0,1,1.0
9,23,9,3,0.75,0.25,0.0,0.0,1,0.0
10,23,10,1,0.25,0.25,0.0,0.0,1,0.0
11,23,11,1,0.25,0.25,0.0,0.0,1,0.0
12,23,12,1,0.25,0.25,0.0,0.0,0,0.0
13,23,13,3,0.75,0.25,1.0,0.0,0,1.0
14,23,14,1,0.25,0.25,0.0,0.0,1,0.0
15,23,15,2,0.25,0.75,0.0,1.0,1,1.0
16,23,16,3,0.75,0.25,0.0,1.0,0,0.0
17,23,17,4,0.75,0.75,1.0,1.0,1,1.0
18,23,18,4,0.75,0.75,0.0,1.0,1,1.0
19,23,19,4,0.75,0.75,0.0,1.0,1,1.0
20,23,20,2,0.25,0.75,1.0,1.0,1,1.0
21,23,21,3,0.75,0.25,1.0,0.0,0,1.0
22,23,22,1,0.25,0.25,1.0,0.0,1,0.0
23,23,23,3,0.75,0.25,0.0,1.0,0,0.0
24,23,24,3,0.75,0.25,1.0,0.0,0,1.0
25,23,25,2,0.25,0.75,0.0,1.0,1,1.0
26,23,26,1,0.25,0.25,0.0,0.0,1,0.0
27,23,27,4,0.75,0.75,1.0,1.0,1,1.0
28,23,28,2,0.25,0.75,1.0,1.0,1,1.0
29,23,29,4,0.75,0.75,1.0,1.0,1,1.0
30,23,30,2,0.25,0.75,1.0,1.0,1,1.0
31,23,31,1,0.25,0.25,1.0,0.0,0,1.0
32,23,32,2,0.25,0.75,0.0,0.0,1,0.0
33,23,33,2,0.25,0.75,0.0,1.0,1,1.0
34,23,34,1,0.25,0.25,0.0,0.0,0,0.0
35,23,35,3,0.75,0.25,1.0,1.0,0,1.0
36,23,36,4,0.75,0.75,1.0,1.0,1,1.0
37,23,37,4,0.75,0.75,0.0,0.0,1,0.0
38,23,38,1,0.25,0.25,1.0,1.0,0,1.0
39,23,39,1,0.25,0.25,0.0,0.0,0,0.0
40,23,40,3,0.75,0.25,1.0,1.0,0,1.0
41,23,41,1,0.25,0.25,0.0,1.0,0,0.0
42,23,42,2,0.25,0.75,0.0,0.0,1,0.0
43,23,43,3,0.75,0.25,1.0,0.0,0,1.0
44,23,44,2,0.25,0.75,0.0,1.0,1,1.0
45,23,45,4,0.75,0.75,0.0,1.0,1,1.0
46,23,46,2,0.25,0.75,0.0,1.0,1,1.0
47,23,47,2,0.25,0.75,0.0,1.0,1,1.0
48,23,48,4,0.75,0.75,1.0,1.0,1,1.0
