agent,cognitive_model,run,nll,bic,beta,alpha,alpha_pos,alpha_neg,reward,options,q_initial
claude-1,Model_1alpha,0,22.638648595186922,54.405993573309516,24.544010852307725,0.1316331982284198,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,1,31.2009215792007,71.53053954133708,6.336766246315193,0.9153473599495763,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,2,50.35342243761085,109.83554125815738,3.8214580764974118,0.7494596416680392,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,3,55.02614943320805,119.18099524935177,5.8420095100405804,0.335637158728218,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,4,24.561680634480876,58.252057651897424,14.895043274800353,0.321520506512864,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,5,50.50374409979024,110.13618458251615,2.8265354514142116,0.6776634522655028,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,6,35.216348742384035,79.56139386770374,7.104085230067027,0.4420559406593243,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,7,18.27685250114492,45.68240138522551,19.1064910331379,0.11391463238329437,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,8,26.63474967655516,62.39819573604599,13.432372904261742,0.1374396716706488,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,9,64.03053803791359,137.18977245876283,1.1752779140668217,0.7906409438487597,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,10,52.22556183806663,113.57982005906894,3.3658953867807964,0.5302206743758364,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,11,44.749179710854506,98.62705580464468,4.754278009700515,0.550385407404943,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,12,53.21713754197506,115.5629714668858,1.9902674445013262,0.9799698347160858,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,13,48.73038090029672,106.58945818352912,4.3036350513681025,0.7628262218947167,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,14,53.72609571728236,116.5808878175004,11.57206235640895,0.04909525719202364,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,15,35.25596927558464,79.64063493410495,7.901603805186687,0.3783907983952504,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,16,52.53490679959032,114.1985099821163,9.349539097611954,0.05864628324757186,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,17,35.48291413197869,80.09452464689305,15.20230485785502,0.10409209029962735,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,18,49.84343588135521,108.8155681456461,2.057013281869193,0.9706464080036948,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,19,49.796206951291076,108.72111028551782,4.182467502728168,0.2498931591416177,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,20,65.14268166757915,139.414059718094,1.2287774310807025,0.9686863379330356,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,21,43.5529981982135,96.23469277936267,6.010501450122999,0.9922727805747241,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,22,25.253586983283437,59.63587034950255,21.346292101136246,0.10656442411402364,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,23,52.80596457529188,114.74062553351943,3.044282333476815,0.4853529461358297,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,24,51.88762733617945,112.90395105529457,3.878158243338503,0.399272670264808,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,25,52.947758317482304,115.02421301790028,14.409182037857425,0.04582294873520597,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,26,52.23728374838886,113.6032638797134,4.279024936175463,0.4652402063757384,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,27,54.414469689581466,117.9576357620986,3.451225657837765,0.7738815317674109,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,28,63.019819746127794,135.16833587519125,1.3740052256141477,0.9773345336026753,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,29,45.07815060849076,99.28499759991719,13.78794991188675,0.08742865044787511,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,30,60.22701128940134,129.58271896173835,1.9455173023626806,0.6126437308869919,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,31,26.11545289004126,61.359602163018195,18.671323025751363,0.13950350803234363,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,32,67.96588625645394,145.06046889584354,0.5055270149918892,0.9155978642866239,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,33,56.971003658449256,123.07070369983418,2.29162339877937,0.8321231402498502,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,34,33.70361806636861,76.5359325156729,7.78371860393514,0.5664328941142481,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,35,36.99619332396026,83.1210830308562,8.453140688248677,0.2752146656349059,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,36,67.89502973785048,144.91875585863664,0.8892238361802004,0.3712092550526513,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,37,52.64192704027109,114.41255046347786,2.2206081043277557,0.8334898587505642,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,38,40.78508091234363,90.69885820762293,3.8993362843653965,0.8530733650859629,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,39,55.347878124029926,119.82445263099552,9.192088433865424,0.0492220546373884,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,40,53.93342869860837,116.9955537801524,4.761793107646486,0.2501920510662115,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,41,63.8565819381029,136.84186025914147,1.4622306326923042,0.793961502706072,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,42,58.67293006390065,126.47455651073697,2.2713514740174867,0.5653677305451775,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,43,51.435348351805445,111.99939308654656,3.3370312568382157,0.7409159173395032,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,44,39.434006788444144,87.99670995982396,8.817532804246659,0.31460422472151345,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,45,53.93499222716882,116.99868083727331,2.9404024145470817,0.9691848950187179,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,46,59.08267099344632,127.29403836982831,1.632747098103962,0.9726225191577363,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,47,61.60521821820451,132.33913281934468,2.845820867153253,0.197541498675347,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,48,48.167784957335,105.46426629760568,10.552131466721251,0.08612978365859245,,,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,49,30.03329978806115,69.19529595905797,23.105775576674574,0.14259526611162915,,,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,0,20.804607309234186,55.30225919287188,14.590000616523072,,0.26673806148890866,0.11584733767251826,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,1,16.579521008671044,46.852086591745596,10.735535500583227,,0.8618400039231865,0.028957397267846744,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,2,8.966019574558473,31.625083723520454,12.225120149889937,,0.865267258730111,0.03906327733749019,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,3,13.31322880405475,40.319502182513006,10.344858729450666,,0.7187060487008163,0.059553683290606126,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,4,13.791200781603337,41.27544613761018,13.395829010220185,,0.8633415718971447,0.08625775135018782,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,5,10.904029487098187,35.501103548599886,12.41915321022272,,0.8920130716568452,0.0394261546792667,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,6,9.549211459485239,32.791467493373986,13.89336737684877,,0.9139999838790062,0.12027415159708536,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,7,11.16136920143336,36.01578297727023,10.978085068035615,,0.7923248974027604,0.015739186063122846,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,8,25.391030649209576,64.47510587282267,9.852082688267073,,0.2529858679525077,0.09877499630529744,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,9,7.799921299634851,29.292887173673208,11.614772640793529,,0.8387447149328674,0.008449951119737663,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,10,16.32786727661151,46.34877912762653,11.435168614778735,,0.855235973783997,0.04802691088489065,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,11,8.205217577248474,30.103479728900457,12.125533885723469,,0.8382195733197533,0.04338818511395625,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,12,12.863506791545479,39.420058157494466,10.72108526200656,,0.6079989865337724,0.01361479561172185,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,13,13.077394543294652,39.84783366099281,12.01062270931227,,0.894972643236354,0.04698533210615593,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,14,7.610910508594953,28.914865591593415,11.878966000961807,,0.833557231899155,0.0381364342807087,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,15,16.46244956270901,46.61794369982153,11.501266941704415,,0.7927634274126302,0.12841940419734205,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,16,7.026873887083944,27.746792348571397,11.535973281543763,,0.817677884526915,0.018669752165660636,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,17,8.073209164929892,29.839462904263293,12.47708525667337,,0.8400370804174322,0.07156227328951886,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,18,8.913062552487826,31.51916967937916,12.215196676803867,,0.8862614060156285,0.03468975785108734,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,19,10.561771876364077,34.81658832713166,13.981503684490514,,0.5507831364722874,0.058986153794635496,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,20,14.137821952623742,41.96868847965099,10.75290991208024,,0.8810178672282777,0.046488035964404886,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,21,43.63500742569668,100.96305942579687,6.226782280238506,,0.8583007228399951,0.9940640193943259,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,22,17.34443075677836,48.38190608796023,9.209697881657739,,0.6280781132279686,0.07263443740485771,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,23,9.469804315010165,32.63265320442384,12.387386294237123,,0.8597437111727189,0.049114019658094296,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,24,11.20766112577129,36.10836682594609,11.496724262866866,,0.8246050024435545,0.05156041038068288,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,25,13.855753442923008,41.40455146024952,13.67784798458218,,0.30672678153670324,0.018945914718567977,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,26,9.87752567511995,33.44809592464341,11.253256745683721,,0.8225978813962801,0.008290772443646094,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,27,11.280421608518308,36.25388779144012,11.62216140699226,,0.9125152587956237,0.009757529709077575,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,28,12.05789881758318,37.80884220956987,11.105771261397079,,0.8406774119382278,0.003411520480277659,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,29,12.460424546119913,38.613893666643335,12.521241377122553,,0.4132306850156719,0.045737058325117805,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,30,7.718557438131516,29.13015945066654,11.75012358095917,,0.8878392488539952,0.02291947910826732,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,31,12.889009164468789,39.471062903341085,11.32465254897095,,0.8174520008837703,0.0390582842869425,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,32,7.756665876049576,29.20637632650266,11.754972862360022,,0.8783799032990739,0.0171226185969763,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,33,11.176246893092657,36.04553836058882,11.3869986569885,,0.8223557505919494,0.01638831586749479,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,34,10.286994075371645,34.2670327251468,14.121313791423278,,0.9043224268475493,0.11642819046163985,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,35,8.09454186162398,29.88212829765147,12.38597311487603,,0.8947120986537194,0.07273600557848732,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,36,21.69643707288402,57.08591872017155,10.019910899751332,,0.37239163369400263,0.012387361635051887,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,37,9.101033335830536,31.89511124606458,11.667493591225165,,0.8633109771320274,0.014274429479083346,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,38,10.208262673033175,34.10956992046986,12.362157163754114,,0.8715724680277258,0.04502476974719232,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,39,8.349577779996192,30.392200134395893,11.757077550839137,,0.8124598236674637,0.0182057319974686,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,40,23.193489701406868,60.080023977217245,12.46960132055719,,0.8184977096103285,0.054908103777100786,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,41,24.048138750480025,61.78932207536356,8.440852091574799,,0.757293457240964,0.001387439651582058,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,42,18.261656004852377,50.21635658410826,12.59317953982279,,0.6624172868251399,0.034574041280547044,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,43,8.369198433321657,30.43144144104682,11.859751162803425,,0.8755342460718305,0.021480841149965017,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,44,9.50977461119168,32.71259379678687,12.270965873064872,,0.8394002359785896,0.04260514366756799,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,45,9.208605812712484,32.11025619982848,11.688194198163023,,0.9118297942619737,0.009919771233113016,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,46,8.385573283514278,30.464191141432064,11.874811007964995,,0.8192609969446538,0.017228425525534923,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,47,13.593319322985685,40.87968322037488,15.075364495485475,,0.6410284448553738,0.049179258849148394,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,48,7.02169877804543,27.736442130494368,11.545043527768899,,0.8445909583357082,0.02325688651456894,0.5_-0.5,2.0,0.0
claude-1,Model_2alpha,49,21.848715075419783,57.390474725243074,13.155654711123095,,0.8174404249872282,0.14738023170503237,0.5_-0.5,2.0,0.0
claude-1,Model_1alpha,0,35.852342774686996,80.83338193230966,4.253563730108411,0.781329270755719,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,1,34.649799547563944,78.42829547806356,7.052708497068014,0.4971895098306044,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,2,39.069033116745565,87.2667626164268,5.957953680517284,0.5616543750748401,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,3,31.40534212448519,71.93938063190606,13.770389549676796,0.215416591071549,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,4,23.25657025311732,55.641836889170314,16.76578662020354,0.16557094339939057,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,5,38.60071934765504,86.33013507824575,8.761079851874143,0.36310702486245505,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,6,47.70278719281525,104.53427076856617,2.564034582180735,0.7888423016844016,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,7,35.82622986784833,80.78115611863234,7.23862289768304,0.3330925099801762,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,8,33.684375222229235,76.49744682739414,8.260129708508515,0.7725135416232476,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,9,31.17548467379746,71.4796657305306,5.618491495817711,0.7554119056994856,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,10,41.020937429720114,91.1705712423759,4.70123883550146,0.6373703746003017,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,11,40.943423174450906,91.01554273183748,4.544903491118821,0.6979671511724622,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,12,60.36453722847011,129.8577708398759,1.5252771669928222,0.973254293424125,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,13,19.008964498433148,47.14662537980197,14.004270791882421,0.45356821282946425,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,14,51.93502721825177,112.99875081943921,12.058057443392464,0.07465432417972784,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,15,35.48977811391253,80.10825261076073,7.706096675547435,0.40557182264394503,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,16,52.6498983163553,114.42849301564627,2.495170906940904,0.8867294881117884,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,17,45.65871888848301,100.44613415990169,3.8831609018149775,0.9893179580632941,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,18,14.966792294860124,39.06228097265592,14.426579675920216,0.25094534702426025,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,19,21.939377521410453,53.00745142575658,25.233047774830148,0.15237864677720248,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,20,42.62020592054653,94.36910822402874,8.092641601071302,0.2810936843306565,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,21,46.10562933579415,101.33995505452397,14.029136291308152,0.09093505823695948,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,22,50.19522407382267,109.51914453058102,2.8545755954154832,0.9823198924679248,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,23,65.66907006237662,140.46683650768892,1.1045713175693685,0.9816437732771192,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,24,42.566512700879144,94.26172178469396,13.677220234939998,0.10858206817641054,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,25,34.783798406640365,78.6962931962164,4.678156515409054,0.7276810565671061,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,26,25.19314905142895,59.51499448579357,10.227683602260852,0.4211238604310753,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,27,22.062972560025315,53.2546415029863,20.567149684494822,0.20027190762787284,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,28,52.3854027026225,113.89950178818067,2.2843073941895717,0.9176998649083079,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,29,62.756174110003776,134.64104460294323,1.401179451071598,0.9090985526824378,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,30,26.4577714927589,62.044239368453475,27.729666628896393,0.06687314747564936,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,31,41.44714036896065,92.02297712085698,13.376973927417449,0.0677629614685605,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,32,27.3593899678939,63.84747631872347,7.778459284678302,0.8250558231220461,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,33,25.783498798121972,60.695693979179616,16.195177661290657,0.15021525257022747,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,34,29.38287049069143,67.89443736431853,9.339945472996563,0.38960425110134383,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,35,34.32654515102629,77.78178668498825,11.907232767425414,0.1494827282719864,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,36,50.62570299676827,110.38010237647221,3.6946547339465066,0.6617909457306986,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,37,42.64818688513427,94.42507015320422,3.993507858572499,0.8343678250530234,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,38,63.70511153170524,136.53891944634614,1.727611341470548,0.6760943628891977,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,39,66.83705382258891,142.80280402811348,0.8106265367131444,0.9252864855962732,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,40,54.12919483943714,117.38708606180995,2.1419501039165674,0.7789653861193202,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,41,55.13168802573891,119.39207243441349,3.876076956115993,0.43961939421525553,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,42,25.963690577862845,61.05607753866136,15.490082600080907,0.24858612290971666,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,43,28.491534764288943,66.11176591151356,6.226347950984038,0.6529207671660435,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,44,50.36460773250979,109.85791184795525,10.178427822949617,0.07261902321264131,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,45,45.76750951895294,100.66371542084156,7.647704490903503,0.4406553846634409,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,46,27.47262411602155,64.07394461497877,6.126921645566485,0.9856693359826147,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,47,37.58041754493896,84.2895314728136,6.1324144777170435,0.5126068855814457,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,48,27.349619683340592,63.827935749616856,20.72462500611914,0.10242188927880988,,,1.0_0.0,2.0,0.5
claude-1,Model_1alpha,49,69.03408083731343,147.1968580575625,0.4990658363510583,0.006451563170075729,,,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,0,8.895047011383987,31.483138597171482,12.040321538807532,,0.8561411437913264,0.03234942698895334,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,1,11.165487300614565,36.02401917563264,13.285189884489677,,0.8903335704949382,0.08552025122071512,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,2,8.644177246032484,30.981399066468477,12.877232637236355,,0.8721327698612497,0.07259724412483798,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,3,9.31152940225634,32.31610337891619,12.677320824401068,,0.8661963302470077,0.0743178178755676,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,4,15.26352157460408,44.22008772361167,10.796752401364763,,0.8004999106076484,0.02438887396210981,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,5,19.88387115249801,53.46078687939953,10.419900452270259,,0.46783727728644686,0.019037638631364023,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,6,10.070339477983595,33.8337235303707,12.661602513257849,,0.8361605453133013,0.04821738426268465,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,7,15.117065742556981,43.92717605951747,11.207307874605316,,0.8245665328709585,0.02770442462432887,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,8,33.0886569189318,79.87035841226711,7.43626427506614,,0.9551228672539708,0.6743107988972856,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,9,8.747494873645927,31.188034321695362,12.354412738067465,,0.8360679760192732,0.05068510539201558,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,10,10.3546378287224,34.40232023184831,11.50023727825766,,0.8631284384067409,0.02992698663086496,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,11,12.726069876394341,39.14518432719219,11.018174790219442,,0.8276479330980375,0.003890811311777642,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,12,9.109904823143946,31.9128542206914,11.917774971179206,,0.8940841662571942,0.019481536385187265,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,13,11.411129104549218,36.515302783501944,14.047219126906631,,0.9225192185206749,0.12359995573307049,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,14,7.645607204273883,28.984258982951275,11.788698547362047,,0.8242450419098362,0.028668736658441663,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,15,14.69585936529399,43.08476330499148,11.002363197872231,,0.8645627502689458,0.012124035522595835,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,16,11.221902348210481,36.13684927082447,11.26051226432925,,0.8270855194223178,0.011532394341418969,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,17,45.86957251195583,105.43218959831518,3.89854836426754,,0.9698806547917141,0.9852777783287436,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,18,11.595223926733405,36.88349242787032,10.8606344882025,,0.8208383007761448,0.12621173898472077,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,19,21.417855732203726,56.52875603881096,19.859953086217473,,0.18801681664072328,0.13485770693458574,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,20,8.969220553404678,31.631485681212865,11.944250502547618,,0.8229767086170874,0.03038820265450507,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,21,9.639500188292544,32.9720449509886,11.958499863660379,,0.8262678129392811,0.033352457277625036,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,22,9.00937590869232,31.71179639178815,12.174979346190135,,0.8714704163012424,0.024816260670769866,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,23,11.346149609324486,36.385343793052485,11.233448466982004,,0.869536498231146,0.0052735802767372286,1.0_0.0,2.0,0.5
claude-1,Model_2alpha,24,8.263272132644879,30.219588839693266,11.924388936236266,,0.8603358786404206,0.05256203861010876,1.0_0.0,2.0,0.5
