,run,trial,casino,mean0,mean1,reward0,reward1,choice,rewards
0,45,0,1,0.25,0.25,0.0,0.0,0,0.0
1,45,1,3,0.75,0.25,1.0,1.0,1,1.0
2,45,2,3,0.75,0.25,1.0,0.0,1,0.0
3,45,3,3,0.75,0.25,1.0,0.0,1,0.0
4,45,4,2,0.25,0.75,0.0,1.0,1,1.0
5,45,5,4,0.75,0.75,1.0,1.0,0,1.0
6,45,6,1,0.25,0.25,0.0,1.0,1,1.0
7,45,7,1,0.25,0.25,0.0,0.0,1,0.0
8,45,8,3,0.75,0.25,0.0,0.0,0,0.0
9,45,9,2,0.25,0.75,1.0,0.0,1,0.0
10,45,10,2,0.25,0.75,0.0,1.0,0,0.0
11,45,11,4,0.75,0.75,1.0,1.0,0,1.0
12,45,12,1,0.25,0.25,0.0,0.0,1,0.0
13,45,13,1,0.25,0.25,0.0,1.0,1,1.0
14,45,14,2,0.25,0.75,0.0,0.0,1,0.0
15,45,15,1,0.25,0.25,0.0,0.0,1,0.0
16,45,16,2,0.25,0.75,0.0,1.0,1,1.0
17,45,17,4,0.75,0.75,0.0,1.0,0,0.0
18,45,18,4,0.75,0.75,0.0,0.0,0,0.0
19,45,19,2,0.25,0.75,0.0,1.0,1,1.0
20,45,20,2,0.25,0.75,0.0,1.0,1,1.0
21,45,21,3,0.75,0.25,1.0,1.0,1,1.0
22,45,22,4,0.75,0.75,1.0,1.0,0,1.0
23,45,23,4,0.75,0.75,1.0,0.0,0,1.0
24,45,24,1,0.25,0.25,1.0,0.0,1,0.0
25,45,25,4,0.75,0.75,1.0,1.0,0,1.0
26,45,26,3,0.75,0.25,1.0,0.0,1,0.0
27,45,27,4,0.75,0.75,1.0,1.0,0,1.0
28,45,28,4,0.75,0.75,1.0,0.0,0,1.0
29,45,29,4,0.75,0.75,1.0,0.0,0,1.0
30,45,30,1,0.25,0.25,1.0,0.0,1,0.0
31,45,31,2,0.25,0.75,1.0,1.0,1,1.0
32,45,32,3,0.75,0.25,1.0,0.0,1,0.0
33,45,33,2,0.25,0.75,0.0,0.0,1,0.0
34,45,34,4,0.75,0.75,1.0,1.0,0,1.0
