,run,trial,casino,mean0,mean1,reward0,reward1,choice,rewards
0,42,0,4,0.75,0.75,1.0,1.0,0,1.0
1,42,1,1,0.25,0.25,0.0,0.0,1,0.0
2,42,2,2,0.25,0.75,0.0,0.0,0,0.0
3,42,3,4,0.75,0.75,1.0,1.0,0,1.0
4,42,4,4,0.75,0.75,1.0,1.0,0,1.0
5,42,5,3,0.75,0.25,1.0,0.0,1,0.0
6,42,6,4,0.75,0.75,1.0,1.0,0,1.0
7,42,7,3,0.75,0.25,1.0,0.0,0,1.0
8,42,8,4,0.75,0.75,1.0,1.0,0,1.0
9,42,9,2,0.25,0.75,0.0,1.0,1,1.0
10,42,10,2,0.25,0.75,0.0,1.0,1,1.0
11,42,11,2,0.25,0.75,0.0,1.0,1,1.0
12,42,12,3,0.75,0.25,0.0,0.0,0,0.0
13,42,13,3,0.75,0.25,1.0,0.0,0,1.0
14,42,14,2,0.25,0.75,0.0,0.0,1,0.0
15,42,15,1,0.25,0.25,0.0,1.0,0,0.0
16,42,16,3,0.75,0.25,1.0,0.0,0,1.0
17,42,17,1,0.25,0.25,0.0,1.0,1,1.0
18,42,18,3,0.75,0.25,1.0,0.0,0,1.0
19,42,19,1,0.25,0.25,1.0,1.0,1,1.0
20,42,20,4,0.75,0.75,0.0,0.0,0,0.0
21,42,21,1,0.25,0.25,0.0,0.0,1,0.0
22,42,22,1,0.25,0.25,0.0,1.0,1,1.0
23,42,23,1,0.25,0.25,0.0,1.0,1,1.0
24,42,24,3,0.75,0.25,1.0,0.0,0,1.0
25,42,25,1,0.25,0.25,1.0,0.0,1,0.0
26,42,26,4,0.75,0.75,1.0,1.0,0,1.0
27,42,27,1,0.25,0.25,0.0,0.0,1,0.0
28,42,28,4,0.75,0.75,1.0,1.0,0,1.0
29,42,29,3,0.75,0.25,0.0,1.0,0,0.0
30,42,30,1,0.25,0.25,0.0,0.0,1,0.0
31,42,31,3,0.75,0.25,1.0,1.0,0,1.0
32,42,32,3,0.75,0.25,0.0,0.0,0,0.0
33,42,33,4,0.75,0.75,1.0,0.0,0,1.0
34,42,34,4,0.75,0.75,1.0,1.0,0,1.0
35,42,35,4,0.75,0.75,1.0,1.0,0,1.0
36,42,36,3,0.75,0.25,1.0,0.0,0,1.0
37,42,37,4,0.75,0.75,1.0,1.0,0,1.0
38,42,38,2,0.25,0.75,0.0,1.0,1,1.0
39,42,39,2,0.25,0.75,0.0,0.0,1,0.0
40,42,40,4,0.75,0.75,1.0,1.0,0,1.0
41,42,41,1,0.25,0.25,0.0,1.0,1,1.0
42,42,42,4,0.75,0.75,1.0,1.0,0,1.0
43,42,43,2,0.25,0.75,0.0,1.0,1,1.0
44,42,44,3,0.75,0.25,1.0,0.0,0,1.0
45,42,45,4,0.75,0.75,1.0,1.0,0,1.0
46,42,46,1,0.25,0.25,0.0,0.0,1,0.0
47,42,47,4,0.75,0.75,0.0,1.0,0,0.0
48,42,48,4,0.75,0.75,0.0,1.0,0,0.0
49,42,49,3,0.75,0.25,0.0,1.0,0,0.0
50,42,50,2,0.25,0.75,0.0,1.0,1,1.0
51,42,51,4,0.75,0.75,1.0,1.0,0,1.0
52,42,52,3,0.75,0.25,1.0,0.0,0,1.0
53,42,53,1,0.25,0.25,0.0,0.0,1,0.0
54,42,54,1,0.25,0.25,0.0,0.0,1,0.0
55,42,55,1,0.25,0.25,0.0,0.0,1,0.0
56,42,56,4,0.75,0.75,1.0,1.0,0,1.0
57,42,57,2,0.25,0.75,1.0,1.0,1,1.0
58,42,58,2,0.25,0.75,0.0,1.0,1,1.0
59,42,59,2,0.25,0.75,0.0,0.0,1,0.0
60,42,60,1,0.25,0.25,0.0,0.0,1,0.0
61,42,61,1,0.25,0.25,1.0,0.0,1,0.0
62,42,62,3,0.75,0.25,0.0,0.0,0,0.0
63,42,63,3,0.75,0.25,1.0,0.0,0,1.0
64,42,64,1,0.25,0.25,1.0,0.0,1,0.0
65,42,65,2,0.25,0.75,0.0,0.0,1,0.0
66,42,66,1,0.25,0.25,0.0,0.0,1,0.0
67,42,67,1,0.25,0.25,1.0,0.0,1,0.0
68,42,68,4,0.75,0.75,1.0,1.0,0,1.0
